pr_number,pr_id,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author_login,author_id,merged_by_login,reviewer_count,reviewers,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,review_requested_count,title,title_length,repo_language,description,description_length,is_bug_fix,is_new_feature,is_update,is_refactor,is_backend,is_frontend,task_id,images_count,body,description_word_count,description_croatian_words,description_croatian_pct,title_croatian_words,time_to_first_review_minutes,time_to_first_approval_minutes,non_working_minutes,effective_minutes
672,3070378402,2025-12-04T08:54:48Z,2025-12-05T10:40:36Z,2025-12-05T10:40:36Z,2025-12-05T10:40:38Z,,2025-12-04T08:54:48+00:00,[user_2],2,[user_2],2,[user]|[user_3],11,2,4,1,13,0,0,1,1,0,0,0,2025-12-04T17:05:50+00:00,2025-12-04T17:05:50+00:00,2,"14831389 BE: Polje ""Napomena""",29,TypeScript,dodano polje note u offer model azuriran tip i validator vidia san da u offer validatoru fale typeErrori na 2 mista pa san i to usput doda,138,False,True,False,False,True,False,,0,"# Description

dodano polje note u offer model
azuriran tip i validator
vidia san da u offer validatoru fale typeErrori na 2 mista pa san i to usput doda",27,7,25.925925925925924,0,491.03333333333336,491.03333333333336,0.0,1545.8
673,3070401400,2025-12-04T09:01:52Z,2025-12-04T09:08:07Z,2025-12-04T09:08:06Z,2025-12-04T09:08:08Z,,2025-12-04T09:01:52+00:00,[user_2],2,[user_2],0,,2,2,1,1,4,0,0,0,0,0,0,0,,,0,Quickfix: Mapping bug on BE,27,TypeScript,brzi fix format metode na event servisu,39,True,False,False,False,True,False,TASK_ID,0,"# Description

brzi fix format metode na event servisu",7,1,14.285714285714285,0,,,0.0,6.233333333333328
674,3070454458,2025-12-04T09:19:58Z,2025-12-05T10:50:38Z,2025-12-05T10:50:38Z,2025-12-05T10:50:40Z,,2025-12-04T09:19:58+00:00,[user_2],2,[user_2],2,[user]|[user_3],8,3,3,3,11,0,0,1,1,0,0,0,2025-12-04T17:08:04+00:00,2025-12-04T17:08:04+00:00,2,"14831599 BE: Dodati autoinkrementi ""number"" stupac",50,TypeScript,dodano autoinkrementirano number polje u offer modelu,53,False,True,False,False,True,False,,0,"# Description

dodano autoinkrementirano number polje u offer modelu",7,1,14.285714285714285,0,468.1,468.1,0.0,1530.6666666666667
675,3070766071,2025-12-04T10:42:54Z,2025-12-04T12:38:54Z,2025-12-04T12:38:54Z,2025-12-04T12:38:56Z,,2025-12-04T10:42:54+00:00,[user_2],2,[user_2],2,[user]|[user_3],5,1,1,1,6,0,0,1,1,0,0,0,2025-12-04T12:38:39+00:00,2025-12-04T12:38:39+00:00,2,15083910 BE: Preferences promjena,33,TypeScript,skrivena promjena preferenci kod korisnika,42,True,False,False,False,True,False,,0,"# Description

skrivena promjena preferenci kod korisnika",5,0,0.0,0,115.75,115.75,0.0,116.0
676,3070808105,2025-12-04T10:53:52Z,2025-12-04T12:41:45Z,2025-12-04T12:41:45Z,2025-12-04T12:41:46Z,,2025-12-04T10:53:52+00:00,[user_2],2,[user_2],2,[user]|[user_3],5,1,1,1,6,0,0,1,1,0,0,0,2025-12-04T12:40:43+00:00,2025-12-04T12:40:43+00:00,2,15084097 BE: Employee edit,26,TypeScript,"popravljen edit employeea, pada bi jer bi pri provjeri zauzetih mailova dohvatia samog sebe i vidia to ko konflikt, tribalo je samo dodat da negleda sebe",153,True,False,False,False,True,False,,0,"# Description

popravljen edit employeea, pada bi jer bi pri provjeri zauzetih mailova dohvatia samog sebe i vidia to ko konflikt, tribalo je samo dodat da negleda sebe",26,5,19.230769230769234,0,106.85,106.85,0.0,107.88333333333333
677,3070860617,2025-12-04T11:06:25Z,2025-12-04T12:34:46Z,2025-12-04T12:34:46Z,2025-12-04T12:34:48Z,,2025-12-04T11:06:25+00:00,[user_3],3,[user_3],3,[user_2]|[user]|[user_3],64,7,4,4,71,1,2,3,1,2,0,0,2025-12-04T11:08:47+00:00,2025-12-04T12:01:44+00:00,3,"14830496 FE: Meta polja: kreirano, ažurirano",44,TypeScript,"Dodana polja createdAt i updatedAt u edit modu, ista stvar kao kod događaja.",76,False,True,False,False,False,True,,1,"# Description

Dodana polja createdAt i updatedAt u edit modu, ista stvar kao kod događaja.",13,10,76.92307692307693,4,2.366666666666664,55.31666666666667,0.0,88.35
678,3070930554,2025-12-04T11:24:27Z,2025-12-04T12:57:49Z,2025-12-04T12:57:49Z,2025-12-04T12:57:51Z,,2025-12-04T11:24:27+00:00,[user_2],2,[user_2],2,[user]|[user_3],2,2,1,1,4,0,0,1,1,0,0,0,2025-12-04T12:56:50+00:00,2025-12-04T12:56:50+00:00,2,15084857 BE: Select companyName,31,TypeScript,"krivo polje smo uzimali od relateanog eventa, triba uzet companyName a ne companyTaxNumber",90,True,False,False,False,True,False,,0,"# Description

krivo polje smo uzimali od relateanog eventa, triba uzet companyName a ne companyTaxNumber",13,3,23.076923076923077,0,92.38333333333333,92.38333333333333,0.0,93.36666666666666
679,3071369599,2025-12-04T13:21:47Z,2025-12-05T11:01:56Z,2025-12-05T11:01:56Z,2025-12-05T11:01:58Z,,2025-12-04T13:21:47+00:00,[user_2],2,[user_2],2,[user]|[user_3],12,69,10,2,81,0,0,1,1,0,0,0,2025-12-04T16:30:34+00:00,2025-12-04T16:30:34+00:00,2,15082610 FS: Obrisati MvpOfferContent,37,TypeScript,obrisano mvp__offerContent event polje i svugdi di se spominjalo.,65,False,False,False,True,True,True,,0,"# Description

obrisano mvp__offerContent event polje i svugdi di se spominjalo.",9,1,11.11111111111111,0,188.78333333333333,188.78333333333333,0.0,1300.15
680,3071948185,2025-12-04T16:03:10Z,2025-12-05T12:24:08Z,2025-12-05T12:24:08Z,2025-12-05T12:24:10Z,,2025-12-04T16:03:10+00:00,[user_3],3,[user_3],2,[user_2]|[user],152,39,11,4,191,0,2,1,1,0,0,0,2025-12-05T12:04:30+00:00,2025-12-05T12:04:30+00:00,2,"14831023 FE: Polje ""Status""",27,TypeScript,"Dodano polje status u formu Ponude. Kreirana mapa naziva i mapa boja za prikaz statusnog badge-a. U povijesnoj izmjeni sam naletio na problem da imamo dva ista polja 'status' (na događaju i na ponudi) pa badge nije radio kako treba jer nije znao razlikovati koji mu status dolazi. Kroz Changes... komponente sam spustio prop change pa sam preko change.entityType prikazao ispravan badge. Nakon toga mi je pala napamet logika da reuseam Status komponentu tako da prima entity i na temelju nje prikaže prave boje statusa. Ta logika je reusana gdje god se koristi <Status /> komponenta. Status komponenta s bojama je dodana u: povijest izmjena ponude, notifikacije, tablicu ponuda i u read only mod forme ponude. Osim toga, znam da nije dio taska ali sam vratio nazad badge u read only prikaz forme događaja (sicam se da smo nekad davno takoder tu imali badge u boji).",865,False,True,False,False,False,True,,4,"# Description

Dodano polje status u formu Ponude. Kreirana mapa naziva i mapa boja za prikaz statusnog badge-a. U povijesnoj izmjeni sam naletio na problem da imamo dva ista polja 'status' (na događaju i na ponudi) pa badge nije radio kako treba jer nije znao razlikovati koji mu status dolazi.

Kroz Changes... komponente sam spustio prop change pa sam preko change.entityType prikazao ispravan badge. Nakon toga mi je pala napamet logika da reuseam Status komponentu tako da prima entity i na temelju nje prikaže prave boje statusa. Ta logika je reusana gdje god se koristi <Status /> komponenta.

Status komponenta s bojama je dodana u: povijest izmjena ponude, notifikacije, tablicu ponuda i u read only mod forme ponude. Osim toga, znam da nije dio taska ali sam vratio nazad badge u read only prikaz forme događaja (sicam se da smo nekad davno takoder tu imali badge u boji).",147,131,89.1156462585034,0,1201.3333333333337,1201.3333333333337,0.0,1220.9666666666667
681,3074563091,2025-12-05T09:47:40Z,2025-12-05T12:38:36Z,2025-12-05T12:38:36Z,2025-12-05T12:38:38Z,,2025-12-05T09:47:40+00:00,[user_3],3,[user_3],2,[user_2]|[user],138,117,15,5,255,0,2,1,1,0,0,0,2025-12-05T12:21:39+00:00,2025-12-05T12:21:39+00:00,2,15015875 FE: Izmijeniti sve sa Users... u Employee,50,TypeScript,Izmijenjeno sve sa Users... u Employees... ili Clients... tamo di se koristi naravno.,85,False,False,False,True,False,True,,0,"# Description

Izmijenjeno sve sa Users... u Employees... ili Clients... tamo di se koristi naravno.",13,3,23.076923076923077,2,153.98333333333335,153.98333333333335,0.0,170.93333333333334
682,3074676270,2025-12-05T10:21:16Z,2025-12-05T12:50:26Z,2025-12-05T12:50:26Z,2025-12-05T12:50:29Z,,2025-12-05T10:21:16+00:00,[user_3],3,[user_3],3,[user_2]|[user]|[user_3],43,1,2,2,44,0,1,2,1,1,0,0,2025-12-05T10:21:37+00:00,2025-12-05T12:31:07+00:00,2,15083766 FE: startDate validacija,33,TypeScript,"Popravljena validacija datuma gdje bi se mogla unijeti bilo koja godina početka događaja (1111, 55555, 202555) itd... - Poboljšan UX tako da je srezan broj znamenki datuma (može se unijeti maksimalno 4 znamenke, nakon toga unos kreće ispočetka kao u većini aplikacija) - Dodan test za najmanju i najveću godinu (okvirno od 1970 do 2100)",336,True,False,False,False,False,True,,0,"# Description

Popravljena validacija datuma gdje bi se mogla unijeti bilo koja godina početka događaja (1111, 55555, 202555) itd...
- Poboljšan UX tako da je srezan broj znamenki datuma (može se unijeti maksimalno 4 znamenke, nakon toga unos kreće ispočetka kao u većini aplikacija)
- Dodan test za najmanju i najveću godinu (okvirno od 1970 do 2100)",53,41,77.35849056603774,0,0.349999999999998,129.85,0.0,149.16666666666666
683,3074793458,2025-12-05T11:00:24Z,2025-12-05T12:59:41Z,2025-12-05T12:59:41Z,2025-12-05T12:59:43Z,,2025-12-05T11:00:24+00:00,[user_3],3,[user_3],2,[user_2]|[user],8,14,3,2,22,0,0,1,1,0,0,0,2025-12-05T12:35:48+00:00,2025-12-05T12:35:48+00:00,2,15075531 FE: isSelf provjera,28,TypeScript,"Izbrisane isSelf provjere iz Employees i Clients page-eva, bili su tu iz povijesnih razloga (kad je korisnik sam sebi moga prominit sifru a nije bilo odvojenog modala). Nije dio taska, al sam prominia ClientsPage u Clients zbog konzistentnosti.",244,False,False,False,True,False,True,,0,"# Description

Izbrisane isSelf provjere iz Employees i Clients page-eva, bili su tu iz povijesnih razloga (kad je korisnik sam sebi moga prominit sifru a nije bilo odvojenog modala).
Nije dio taska, al sam prominia ClientsPage u Clients zbog konzistentnosti.",39,8,20.51282051282051,0,95.4,95.4,0.0,119.28333333333336
684,3074978528,2025-12-05T12:04:18Z,2025-12-05T13:00:02Z,2025-12-05T13:00:02Z,2025-12-05T13:00:04Z,,2025-12-05T12:04:18+00:00,[user_3],3,[user_3],2,[user_2]|[user],2,2,2,1,4,0,0,1,1,0,0,0,2025-12-05T12:36:48+00:00,2025-12-05T12:36:48+00:00,2,15085086 FE: Naziv ponude tab,29,TypeScript,Dodan naziv ponude u naslov taba kod pregleda i uređivanja.,59,False,False,False,True,False,True,,1,"# Description

Dodan naziv ponude u naslov taba kod pregleda i uređivanja.",10,9,90.0,0,32.5,32.5,0.0,55.73333333333333
685,3075933801,2025-12-05T17:41:04Z,2025-12-09T10:32:26Z,2025-12-09T10:32:26Z,2025-12-09T10:32:27Z,,2025-12-05T17:41:04+00:00,[user_3],3,[user_3],2,[user_2]|[user],99,14,8,5,113,1,0,1,1,0,0,0,2025-12-08T10:35:55+00:00,2025-12-08T10:35:55+00:00,2,14831111 FE: Polja za validnost ponude,38,TypeScript,"Input fieldovi u HTML-u rade samo sa ISO stringovima, dok BE-u triba Date tip, tako da je bilo povuci potegni sa formom i tipovima. Uglavnom, kao što task kaže, postavljene su default vrijednosti na new Date() i tri dana nakon. Nakon što sam doda tip string u FormOffer, useNewOfferForm je poludio jer se ne poklapaju FormOffer i CreateOffer tipovi u handleru, tako da sam maka CreateOffer tip iz submit handlera u OfferCreate i OfferEdit, napravia da su FormOffer, i samo pretvoria validFrom i validUntil u Date tip kao takav payload šibam u api hookove. To mi se čini najclean način. Nakon toga, skužia sam kad editiramo formu i izbrišemo totalno bilo koje bolje uopće ne prikaže error jer se na editu touched ne aktivira, i onda uopće ne prikaže error a ne da submitat zbog !form.isValid. Pa sam zbog tog doda onBlur na svaki FormControl i FormSelect, s tim da sam korigira tip u FormControl.",895,False,True,False,False,True,True,,0,"# Description

Input fieldovi u HTML-u rade samo sa ISO stringovima, dok BE-u triba Date tip, tako da je bilo povuci potegni sa formom i tipovima. Uglavnom, kao što task kaže, postavljene su default vrijednosti na new Date() i tri dana nakon.

Nakon što sam doda tip string u FormOffer, useNewOfferForm je poludio jer se ne poklapaju FormOffer i CreateOffer tipovi u handleru, tako da sam maka CreateOffer tip iz submit handlera u OfferCreate i OfferEdit, napravia da su FormOffer, i samo pretvoria validFrom i validUntil u Date tip kao takav payload šibam u api hookove. To mi se čini najclean način.

Nakon toga, skužia sam kad editiramo formu i izbrišemo totalno bilo koje bolje uopće ne prikaže error jer se na editu touched ne aktivira, i onda uopće ne prikaže error a ne da submitat zbog !form.isValid. Pa sam zbog tog doda onBlur na svaki FormControl i FormSelect, s tim da sam korigira tip u FormControl.",158,133,84.17721518987342,1,3894.85,3894.85,2880.0,2451.3666666666663
686,3077332499,2025-12-06T10:35:44Z,2025-12-08T12:18:30Z,2025-12-08T12:18:30Z,2025-12-08T12:18:32Z,,2025-12-06T10:35:44+00:00,[user_3],3,[user_3],3,[user_2]|[user]|[user_3],51,0,1,1,51,0,2,2,1,1,0,0,2025-12-08T10:40:16+00:00,2025-12-08T10:40:16+00:00,2,"14831389 FS: Polje ""Napomena""",29,TypeScript,"Kreirano polje napomena sa checkboxom prikaza, ista stvar kao što smo dosad radili, ništa novo.",95,False,True,False,False,False,True,,1,"# Description

Kreirano polje napomena sa checkboxom prikaza, ista stvar kao što smo dosad radili, ništa novo.",15,14,93.33333333333331,0,2884.5333333333333,2884.5333333333333,2220.0,762.7666666666669
687,3077390488,2025-12-06T11:18:29Z,2025-12-12T07:00:10Z,2025-12-12T07:00:10Z,2025-12-12T07:00:12Z,2025-12-06T11:55:01Z,2025-12-06T11:18:29+00:00,[user_2],2,[user_2],3,[user_2]|[user]|[user_3],950,508,18,15,1458,4,4,3,1,2,0,0,2025-12-08T20:31:31+00:00,2025-12-11T22:23:57+00:00,3,15082667 FS: Povijest relacijskih promjena,42,TypeScript,dodani zapisi promjena prilikom azuriranja relacija entiteta (npr. brisanje/dodavanje kontakata na dogadaju ili brisanje/dodavanja dogadaja na ponudi) refaktoriran i poopcen change servis,187,False,True,False,True,True,True,,2,"# Description

dodani zapisi promjena prilikom azuriranja relacija entiteta (npr. brisanje/dodavanje kontakata na dogadaju ili brisanje/dodavanja dogadaja na ponudi)
refaktoriran i poopcen change servis",24,4,16.666666666666664,0,3433.0333333333333,7865.466666666666,2160.0,6221.683333333334
688,3077620706,2025-12-06T14:03:02Z,2025-12-09T13:30:44Z,2025-12-09T13:30:44Z,2025-12-09T13:30:46Z,2025-12-06T16:44:31Z,2025-12-06T14:03:02+00:00,[user_3],3,[user_3],2,[user_2]|[user],275,130,7,6,405,0,2,1,1,0,0,0,2025-12-09T11:54:40+00:00,2025-12-09T11:54:40+00:00,2,14831576 FE: Stupci iznosa,26,TypeScript,"Dodani stupci iznosa PDV i PP sa pripadajućim checkboxom za toggle samih iznosa, uz stupac cijena dodano polje ukupno u kojem se računa ukupna cijena tako da je uzet u obzir floating point problem i iznos je roundan na 2 decimale sa Math.round. Tablica je bila neupotrebljiva nakon dodavanja novih polja, sve se slomilo. Bila je borba s gridom i max-widthom. Doda sam overflow-x-auto i min-w-1400 klase na parent elemente tako da se tablica može horizontalno scrollat što po meni izgleda sasvim prihvatljivo. Javite šta vam se čini.",532,False,True,False,False,False,True,,1,"# Description

Dodani stupci iznosa PDV i PP sa pripadajućim checkboxom za toggle samih iznosa, uz stupac cijena dodano polje ukupno u kojem se računa ukupna cijena tako da je uzet u obzir floating point problem i iznos je roundan na 2 decimale sa Math.round.

Tablica je bila neupotrebljiva nakon dodavanja novih polja, sve se slomilo. Bila je borba s gridom i max-widthom.
Doda sam overflow-x-auto i min-w-1400 klase na parent elemente tako da se tablica može horizontalno scrollat što po meni izgleda sasvim prihvatljivo. Javite šta vam se čini.",94,78,82.97872340425532,0,4191.633333333333,4191.633333333333,1980.0,2307.7000000000003
689,3081709790,2025-12-08T13:43:37Z,2025-12-08T13:52:26Z,2025-12-08T13:52:26Z,2025-12-08T13:52:28Z,,2025-12-08T13:43:37+00:00,[user_2],2,[user_2],2,[user]|[user_3],10,0,4,1,10,0,1,1,1,0,0,0,2025-12-08T13:47:05+00:00,2025-12-08T13:47:05+00:00,2,15170844 BE: Popust polje,25,TypeScript,dodano polje popust na offer modelu,35,False,True,False,False,True,False,,0,"# Description

dodano polje popust na offer modelu",6,1,16.666666666666664,0,3.466666666666662,3.466666666666662,0.0,8.816666666666665
690,3081828865,2025-12-08T14:18:45Z,2025-12-09T13:17:32Z,2025-12-09T13:17:32Z,2025-12-09T13:17:34Z,,2025-12-08T14:18:45+00:00,[user_2],2,[user_2],2,[user]|[user_3],52,0,3,3,52,0,3,2,1,1,0,0,2025-12-09T11:15:53+00:00,2025-12-09T13:16:59+00:00,3,"14831599 BE: Endpoint za novi ""number"" ponude",45,TypeScript,dodan GET endpoint za iduci number ponude,41,False,True,False,False,True,False,,0,"# Description

dodan GET endpoint za iduci number ponude",7,1,14.285714285714285,1,1257.1333333333334,1378.2333333333331,0.0,1378.7833333333333
691,3082366529,2025-12-08T16:47:56Z,2025-12-15T13:12:49Z,2025-12-15T13:12:49Z,2025-12-15T13:12:50Z,2025-12-10T14:28:06Z,2025-12-08T16:47:56+00:00,[user_2],2,[user_2],3,[user_2]|[user]|[user_3],514,614,20,19,1128,5,18,19,1,18,0,0,2025-12-09T20:50:58+00:00,2025-12-15T12:01:46+00:00,3,14831563 FS: Breakdown,22,TypeScript,"kazite ako triba sta minjat oko dizajna dodan ""breakdown"" cijene ponude na formi: - dodana polja za popust, ukljucenost pdv-a i pp-a - pociscena logika racunanja cijena u mvpOfferContent i newOfferForm komponentama - prikazujemo: osnovicu, cijenu nakon popusta, iznos pdv-a i pp-a, ukupnu cijenu - azurirani tipovi i validatori - migracijske skripte - toggleanjem poreznih checkboxova ih (ne)uracunavamo u ukupnu cijenu - zaboravili smo azurirat konstante i changes helper za nova polja pa san i to odradia usput",512,False,True,False,True,True,True,,1,"# Description

kazite ako triba sta minjat oko dizajna

dodan ""breakdown"" cijene ponude na formi:
- dodana polja za popust, ukljucenost pdv-a i pp-a
- pociscena logika racunanja cijena u mvpOfferContent i newOfferForm komponentama
- prikazujemo: osnovicu, cijenu nakon popusta, iznos pdv-a i pp-a, ukupnu cijenu
- azurirani tipovi i validatori
- migracijske skripte
- toggleanjem poreznih checkboxova ih (ne)uracunavamo u ukupnu cijenu
- zaboravili smo azurirat konstante i changes helper za nova polja pa san i to odradia usput",76,14,18.421052631578945,0,1683.0333333333333,9793.833333333334,2880.0,6984.883333333333
692,3085569363,2025-12-09T13:07:54Z,2025-12-11T20:33:50Z,2025-12-11T20:33:50Z,2025-12-11T20:33:51Z,,2025-12-09T13:07:54+00:00,[user_3],3,[user_3],2,[user_2]|[user],56,37,4,2,93,0,0,2,1,1,0,0,2025-12-10T09:15:41+00:00,2025-12-10T13:34:17+00:00,3,15083766 FE: Client Event filter,32,TypeScript,"Uklonjena polja s filtera događaja koje klijenti ne koriste. Nije vezano za task, al sam doda enabled prop za dohvat ponuda jer bi pucalo kad se klijent ulogira jer nema prava za dohvat ponuda.",193,True,False,False,False,False,True,,0,"# Description

Uklonjena polja s filtera događaja koje klijenti ne koriste. Nije vezano za task, al sam doda enabled prop za dohvat ponuda jer bi pucalo kad se klijent ulogira jer nema prava za dohvat ponuda.",34,29,85.29411764705883,0,1207.7833333333335,1466.3833333333334,0.0,3325.9333333333334
693,3085598619,2025-12-09T13:15:28Z,2025-12-10T09:43:08Z,2025-12-10T09:43:08Z,2025-12-10T09:43:10Z,,2025-12-09T13:15:28+00:00,[user_3],3,[user_3],2,[user_2]|[user],1,0,1,1,1,0,0,1,1,0,0,0,2025-12-10T09:21:02+00:00,2025-12-10T09:21:02+00:00,2,15094207 FE: Kreiranje proizvoda padež,38,TypeScript,Dodan ženski rod na tip proizvoda roba,38,True,False,False,False,False,True,,0,"# Description

Dodan ženski rod na tip proizvoda roba",7,5,71.42857142857143,3,1205.5666666666666,1205.5666666666666,0.0,1227.6666666666667
694,3085990797,2025-12-09T15:02:25Z,2025-12-10T11:08:36Z,2025-12-10T11:08:36Z,2025-12-10T11:08:38Z,,2025-12-09T15:02:25+00:00,[user_3],3,[user_3],3,[user_2]|[user]|[user_3],55,5,4,4,60,0,3,2,1,1,0,0,2025-12-10T09:32:28+00:00,2025-12-10T09:32:28+00:00,2,"14831599 FE: Dodati autoinkrementi ""number"" stupac",50,TypeScript,"Preko novog next-number endpointa kreiran prefill naziva ponude prilikom kreiranja nove ponude. Formatiran naziv prema broju kao što je navedeno u tasku. Prilikom testiranja sam naletia na bug ako nemamo niti jednu ponudu, BE pukne pa bi mogli mozda samo defaultno vratit 1 ako ne postoji ni jedan offer @[user_2]?",314,False,True,False,False,False,True,,0,"# Description

Preko novog next-number endpointa kreiran prefill naziva ponude prilikom kreiranja nove ponude.
Formatiran naziv prema broju kao što je navedeno u tasku.

Prilikom testiranja sam naletia na bug ako nemamo niti jednu ponudu, BE pukne pa bi mogli mozda samo defaultno vratit 1 ako ne postoji ni jedan offer @[user_2]?",51,43,84.31372549019608,0,1110.05,1110.05,0.0,1206.1833333333334
695,3086517158,2025-12-09T17:28:28Z,2025-12-11T20:55:20Z,2025-12-11T20:55:19Z,2025-12-11T20:55:21Z,,2025-12-09T17:28:28+00:00,[user_3],3,[user_3],2,[user_2]|[user],111,98,6,5,209,3,0,1,1,0,0,0,2025-12-10T13:36:58+00:00,2025-12-10T13:36:58+00:00,2,15094211 FE: Popraviti mobilni prikaz forme,43,TypeScript,Popravljen mobilni prikaz forme u OfferForm i EventOfferTable komponentama tako da nema bezveznog vertikalnog scrolla i ostalih kršenja layouta. Polja validnosti datuma u Offer formi na mobitelu rade ok ali na browseru kad se smanji izgleda čudnije pa bacite oko jel vam to ok.,277,True,False,False,False,False,True,,0,"# Description

Popravljen mobilni prikaz forme u OfferForm i EventOfferTable komponentama tako da nema bezveznog vertikalnog scrolla i ostalih kršenja layouta. Polja validnosti datuma u Offer formi na mobitelu rade ok ali na browseru kad se smanji izgleda čudnije pa bacite oko jel vam to ok.",44,36,81.81818181818183,0,1208.5,1208.5,0.0,3086.85
696,3088643871,2025-12-10T09:42:14Z,2025-12-20T13:11:04Z,2025-12-20T13:11:04Z,2025-12-20T13:11:06Z,2025-12-16T13:05:52Z,2025-12-10T09:42:14+00:00,[user_3],3,[user_3],3,[user_2]|[user]|[user_3],232,31,10,12,263,2,9,7,1,6,0,0,2025-12-16T13:12:50+00:00,2025-12-20T08:02:02+00:00,3,14744146 FE: Dinamički stupci,29,TypeScript,"Dodan dropdown meni ""Stupci"" poviše tablice događaja kojom možemo toggleati određene stupce tablice. Bilo je dosta nezgodno napravit jer nam se botuni i dropdowni nalaze u Events layoutu, a sama tablica u EventsTable komponenti. Iskorišten postojeći usePreferences hook kako bi sačuvali korisnikove postavke vidljivih stupaca. Flow ide ovako: Kreiran je dropdown u Events layoutu sa visibleColumns stateom i cijelom logikom updateanja i čitanja (iz preferenci) applyjanih vidljivih stupaca. State i setter funkcije šaljemo preko OutletContexta kojeg prima EventsTable komponenta koja je child komponenta Events page-a, ovo preko OutletContexta je jedini način da spojimo layout i njegov Outlet. Nadalje, u EventsTable-u prolazimo kroz visibleColumns i na temelju toga prikazujemo/skrivamo header i ćelije. Na svaki header je dodan property 'hideable', tako da možemo odlučiti koji se stupci mogu sakriti u meniju a koji ne, zasad sam isključio (uz stupce odabira događaja i akcija) stupce 'Naziv' i 'Status', prebitni su da ih možemo isljučiti. Svakako onaj border lijevo za status prikazujemo na temelju stupca status, pa ako ga sakrijemo neće se vidjeti ni boja. Također je dodan mali UX touch, logika i checkbox za 'Odaberi sve' tako da kad korisnik makne sve stupce da ih samo jednim klikom može vratiti natrag. Neću lagat namučia me dosta feature sa prebacivanjem podataka, sitnih bugova sa filterima, setanjem statea, renderanjem, ima nekoliko useEffekata s kojima nisam zadovoljan al nisam pegla u detalje da ne pržimo vrime. Javite šta mislite o dizajnu ovih gumbova 'Preuzmi' i 'Stupci', nekako mi se ne uklapaju s ostalim gumbovima.",1642,False,True,False,False,False,True,,1,"# Description

Dodan dropdown meni ""Stupci"" poviše tablice događaja kojom možemo toggleati određene stupce tablice. Bilo je dosta nezgodno napravit jer nam se botuni i dropdowni nalaze u Events layoutu, a sama tablica u EventsTable komponenti. Iskorišten postojeći usePreferences hook kako bi sačuvali korisnikove postavke vidljivih stupaca.

Flow ide ovako: Kreiran je dropdown u Events layoutu sa visibleColumns stateom i cijelom logikom updateanja i čitanja (iz preferenci) applyjanih vidljivih stupaca. State i setter funkcije šaljemo preko OutletContexta kojeg prima EventsTable komponenta koja je child komponenta Events page-a, ovo preko OutletContexta je jedini način da spojimo layout i njegov Outlet. Nadalje, u EventsTable-u prolazimo kroz visibleColumns i na temelju toga prikazujemo/skrivamo header i ćelije.

Na svaki header je dodan property 'hideable', tako da možemo odlučiti koji se stupci mogu sakriti u meniju a koji ne, zasad sam isključio (uz stupce odabira događaja i akcija) stupce 'Naziv' i 'Status', prebitni su da ih možemo isljučiti. Svakako onaj border lijevo za status prikazujemo na temelju stupca status, pa ako ga sakrijemo neće se vidjeti ni boja.

Također je dodan mali UX touch, logika i checkbox za 'Odaberi sve' tako da kad korisnik makne sve stupce da ih samo jednim klikom može vratiti natrag.

Neću lagat namučia me dosta feature sa prebacivanjem podataka, sitnih bugova sa filterima, setanjem statea, renderanjem, ima nekoliko useEffekata s kojima nisam zadovoljan al nisam pegla u detalje da ne pržimo vrime.

Javite šta mislite o dizajnu ovih gumbova 'Preuzmi' i 'Stupci', nekako mi se ne uklapaju s ostalim gumbovima.",251,225,89.64143426294821,2,8850.599999999999,14299.8,3688.833333333333,10920.0
697,3096520542,2025-12-12T13:21:33Z,2025-12-13T20:23:23Z,2025-12-13T20:23:23Z,2025-12-13T20:23:25Z,,2025-12-12T13:21:33+00:00,[user_2],2,[user],2,[user]|[user_3],34,15,2,3,49,0,0,1,1,0,0,0,2025-12-13T10:37:46+00:00,2025-12-13T10:37:46+00:00,2,15240252 FS: Word fix,21,TypeScript,"ignorirajte ime grane, originalan task je bia za excel al san kad san krenia gledat san nasa probleme na wordu zbog missalignementa tipova sadrzaja ponude popravljeni bugovi: - mjerna jedinica retka ponude u wordu je bila undefined (ode san doda usput stupac u mvpOfferContent za mjernu jedinicu da kad se unosi kolicina da se zna na sta se misli) - ako bi ponuda imala proizvode sa cijenom penala nije se ispisivalo isInventoryPenalty dio u wordu",447,True,False,False,False,True,True,,0,"# Description

ignorirajte ime grane, originalan task je bia za excel al san kad san krenia gledat san nasa probleme na wordu zbog missalignementa tipova sadrzaja ponude

popravljeni bugovi:
- mjerna jedinica retka ponude u wordu je bila undefined (ode san doda usput stupac u mvpOfferContent za mjernu jedinicu da kad se unosi kolicina da se zna na sta se misli)
- ako bi ponuda imala proizvode sa cijenom penala nije se ispisivalo isInventoryPenalty dio u wordu",73,13,17.80821917808219,0,1276.2166666666667,1276.2166666666667,1261.8333333333333,600.0
