pr_number,pr_id,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author,merged_by_login,reviewer_count,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,review_requested_count,title,description,task_id,images_count,body,description_word_count,time_to_first_review_minutes,time_to_first_approval_minutes,non_working_minutes,effective_minutes,pr_type,position,has_reviewer_[user_2],has_reviewer_[user_4],has_reviewer_[user],has_reviewer_[user_5],has_reviewer_[user_6],has_reviewer_[user_7],has_reviewer_nsitum,reviewer_team_size,reviewer_team_small,reviewer_team_medium,reviewer_team_large,author_is_reviewer
576,2954569681,2025-10-28T10:15:04Z,2025-10-29T11:53:01Z,2025-10-29T11:53:01Z,2025-10-29T11:53:03Z,,2025-10-28T10:15:04+00:00,nsitum,nsitum,6,140,68,3,6,208,0,5,4,1,3,0,0,2025-10-28T17:09:33+00:00,2025-10-29T11:46:55+00:00,6,14200082 FE: Status otkazano,"Kreiran status otkazano na FE. Napravljene su sljedeće izmjene: - Dodan status otkazano u izborniku statusa - Čišćenje polja prilikom mijenjanja statusa iz Otkazano/Odbijeno u nešto drugo - Ime labele za razlog odbijanja/otkazivanja dodan kondicionalno - Ubačen VITE_FLAG_CANCELLATION_STATUS env, ako je true status se nudi u izborniku, inače ne - Pojednostavljena isRejectionReasonVisible funkcija - Dodani testovi za EventForm komponentu, testiranje opcija statusa (mock preko vi.stubEnv)",,0,"# Description

Kreiran status otkazano na FE. Napravljene su sljedeće izmjene:
- Dodan status otkazano u izborniku statusa
- Čišćenje polja prilikom mijenjanja statusa iz Otkazano/Odbijeno u nešto drugo
- Ime labele za razlog odbijanja/otkazivanja dodan kondicionalno
- Ubačen VITE_FLAG_CANCELLATION_STATUS env, ako je true status se nudi u izborniku, inače ne
- Pojednostavljena isRejectionReasonVisible funkcija
- Dodani testovi za EventForm komponentu, testiranje opcija statusa (mock preko vi.stubEnv)",62,414.48333333333335,1531.85,0.0,1537.95,update,frontend,True,True,True,False,True,True,True,6,0,0,1,1
670,3069218958,2025-12-03T23:13:58Z,2025-12-04T12:33:43Z,2025-12-04T12:33:43Z,2025-12-04T12:33:44Z,,2025-12-03T23:13:58+00:00,nsitum,nsitum,3,180,32,7,14,212,1,10,4,1,3,0,0,2025-12-03T23:28:33+00:00,2025-12-04T11:17:28+00:00,2,14829616 FE: 1 događaj : N ponuda,"Kao i u ponudama, kreirana komponenta EventOfferTable koja prima formu i ponude kao propse i na temelju toga rendera tablicu s nazivom i akcijama. Dodan je i value-less dropdown pomoću kojeg biramo ponude. Doda sam da se klikom na pregled ponude otvori novi tab s ponudom zbog istog problema kao s pregledom događaja a to je da će nam se prilikom kreiranja resetirati forma. Čini mi se najbezbolniji workaround jer bi se morali zezat s ruterom da bi perzistirali ispunjene podatke jer se forma unmounta.",,1,"# Description

Kao i u ponudama, kreirana komponenta EventOfferTable koja prima formu i ponude kao propse i na temelju toga rendera tablicu s nazivom i akcijama. Dodan je i value-less dropdown pomoću kojeg biramo ponude. 

Doda sam da se klikom na pregled ponude otvori novi tab s ponudom zbog istog problema kao s pregledom događaja a to je da će nam se prilikom kreiranja resetirati forma. Čini mi se najbezbolniji workaround jer bi se morali zezat s ruterom da bi perzistirali ispunjene podatke jer se forma unmounta.",86,14.58333333333333,723.5,0.0,799.75,feature,frontend,True,False,True,False,False,False,True,3,0,1,0,1
619,3002483666,2025-11-12T11:37:43Z,2025-11-14T12:22:58Z,2025-11-14T12:22:58Z,2025-11-14T12:23:01Z,,2025-11-12T11:37:43+00:00,[user_2],[user_2],3,27,10,5,5,37,1,2,3,1,2,0,0,2025-11-13T13:54:21+00:00,2025-11-14T12:00:25+00:00,3,14740841 (2) BE: Proširenje User modela,dodano isAssignee polje u user tablici azurirani validatori: - mail i lozinka nisu obavezni za odgovorne osobe dohvacamo isAssigne prilikom dohvacanja usera azurirani user tipovi,,0,"# Description

dodano isAssignee polje u user tablici
azurirani validatori:
- mail i lozinka nisu obavezni za odgovorne osobe
dohvacamo isAssigne prilikom dohvacanja usera
azurirani user tipovi",24,1576.6333333333332,2902.7,0.0,2925.25,feature,backend,True,False,True,False,False,False,True,3,0,1,0,1
718,3117647418,2025-12-19T13:35:06Z,2025-12-19T21:27:25Z,2025-12-19T21:27:25Z,2025-12-19T21:27:27Z,,2025-12-19T13:35:06+00:00,nsitum,nsitum,2,1,7,2,1,8,0,0,1,1,0,0,0,2025-12-19T14:59:51+00:00,2025-12-19T14:59:51+00:00,2,15373496 UI: Bulk gumb,"Dodan uvjet ako nije odabran nijedan događaj, ne prikazuj bulk ""Preuzmi"" gumb.",,0,"# Description

Dodan uvjet ako nije odabran nijedan događaj, ne prikazuj bulk ""Preuzmi"" gumb.",12,84.75,84.75,0.0,472.3166666666667,update,frontend,True,False,True,False,False,False,False,2,1,0,0,0
685,3075933801,2025-12-05T17:41:04Z,2025-12-09T10:32:26Z,2025-12-09T10:32:26Z,2025-12-09T10:32:27Z,,2025-12-05T17:41:04+00:00,nsitum,nsitum,2,99,14,8,5,113,1,0,1,1,0,0,0,2025-12-08T10:35:55+00:00,2025-12-08T10:35:55+00:00,2,14831111 FE: Polja za validnost ponude,"Input fieldovi u HTML-u rade samo sa ISO stringovima, dok BE-u triba Date tip, tako da je bilo povuci potegni sa formom i tipovima. Uglavnom, kao što task kaže, postavljene su default vrijednosti na new Date() i tri dana nakon. Nakon što sam doda tip string u FormOffer, useNewOfferForm je poludio jer se ne poklapaju FormOffer i CreateOffer tipovi u handleru, tako da sam maka CreateOffer tip iz submit handlera u OfferCreate i OfferEdit, napravia da su FormOffer, i samo pretvoria validFrom i validUntil u Date tip kao takav payload šibam u api hookove. To mi se čini najclean način. Nakon toga, skužia sam kad editiramo formu i izbrišemo totalno bilo koje bolje uopće ne prikaže error jer se na editu touched ne aktivira, i onda uopće ne prikaže error a ne da submitat zbog !form.isValid. Pa sam zbog tog doda onBlur na svaki FormControl i FormSelect, s tim da sam korigira tip u FormControl.",,0,"# Description

Input fieldovi u HTML-u rade samo sa ISO stringovima, dok BE-u triba Date tip, tako da je bilo povuci potegni sa formom i tipovima. Uglavnom, kao što task kaže, postavljene su default vrijednosti na new Date() i tri dana nakon.

Nakon što sam doda tip string u FormOffer, useNewOfferForm je poludio jer se ne poklapaju FormOffer i CreateOffer tipovi u handleru, tako da sam maka CreateOffer tip iz submit handlera u OfferCreate i OfferEdit, napravia da su FormOffer, i samo pretvoria validFrom i validUntil u Date tip kao takav payload šibam u api hookove. To mi se čini najclean način.

Nakon toga, skužia sam kad editiramo formu i izbrišemo totalno bilo koje bolje uopće ne prikaže error jer se na editu touched ne aktivira, i onda uopće ne prikaže error a ne da submitat zbog !form.isValid. Pa sam zbog tog doda onBlur na svaki FormControl i FormSelect, s tim da sam korigira tip u FormControl.",158,3894.85,3894.85,2880.0,2451.3666666666663,feature,fullstack,True,False,True,False,False,False,False,2,1,0,0,0
529,2881244501,2025-10-02T10:10:17Z,2025-10-07T10:05:16Z,2025-10-07T10:05:16Z,2025-10-07T10:05:18Z,2025-10-03T05:43:54Z,2025-10-02T10:10:17+00:00,nsitum,nsitum,7,263,182,12,19,445,0,14,11,1,9,1,0,2025-10-03T05:34:09+00:00,2025-10-07T09:30:10+00:00,7,14022550 FE: (Real) Notifications,"Napravljene su ""realnije"" notifikacije tako da točno prikazuju što se dogodilo, za test, mergeajte https://github.com/[user]/[project]/pull/528 i odkomentirajte uvjet iz komentara ispod. Napravljene su sljedeće promjene: - Kreirana formatNotificationTitle funkcija koja formatira naslov notifikacije ovisno o vrsti entiteta, padežu, rodu imenice itd... - Refactor NotificationItem komponente. Uklanjanje svih propova koji su se slali preko notification objekta iz parent komponente, sada samo proslijeđujemo cijeli notification objekt u NotificationItem (ovo je bilo potrebno zbog formatiranja naslova) - Definiranje propa “page“ i “dropdown“ za Notificationitem komponentu tako da naslov formatiramo dugo ili kratko ovisno o propu - Refactor processedHistory i renderCell funkcija za prikaz stare i nove vrijednosti u dugom formatu. Ovo je bilo potrebno jer ako je u notifikaciji promijenjeno samo jedno polje, napišemo što se točno promijenilo. Zato je bilo potrebno formatirati taj tekst ovdje kao i u Changes komponenti - Prilagođeni naslovi ovisno o radnji: kreiranju, ažuriranju, brisanju, jednoj promjeni, više promjena i promjeni ugovora (bilo koje datoteke)",,1,"# Description

Napravljene su ""realnije"" notifikacije tako da točno prikazuju što se dogodilo, za test, mergeajte https://github.com/[user]/[project]/pull/528 i odkomentirajte uvjet iz komentara ispod. Napravljene su sljedeće promjene:
- Kreirana formatNotificationTitle funkcija koja formatira naslov notifikacije ovisno o vrsti entiteta, padežu, rodu imenice itd...
- Refactor NotificationItem komponente. Uklanjanje svih propova koji su se slali preko notification objekta iz parent komponente, sada samo proslijeđujemo cijeli notification objekt u NotificationItem (ovo je bilo potrebno zbog formatiranja naslova)
- Definiranje propa “page“ i “dropdown“ za Notificationitem komponentu tako da naslov formatiramo dugo ili kratko ovisno o propu
- Refactor processedHistory i renderCell funkcija za prikaz stare i nove vrijednosti u dugom formatu. Ovo je bilo potrebno jer ako je u notifikaciji promijenjeno samo jedno polje, napišemo što se točno promijenilo. Zato je bilo potrebno formatirati taj tekst ovdje kao i u Changes komponenti
- Prilagođeni naslovi ovisno o radnji: kreiranju, ažuriranju, brisanju, jednoj promjeni, više promjena i promjeni ugovora (bilo koje datoteke)",158,1163.8666666666666,7159.883333333334,2880.0,4314.983333333333,update,frontend,True,True,True,True,True,True,True,7,0,0,1,1
642,3029736237,2025-11-20T12:39:42Z,2025-11-20T12:59:14Z,2025-11-20T12:59:14Z,2025-11-20T12:59:16Z,,2025-11-20T12:39:42+00:00,nsitum,nsitum,2,18,11,5,1,29,0,0,0,0,0,0,0,,,2,14830013 FE: Ne koristimo isti dash za prazne podatke,"Normaliziran dash, dodana EMTPY_DASH konstanta u constants/ui.ts",,0,"# Description

Normaliziran dash, dodana EMTPY_DASH konstanta u constants/ui.ts",9,,,0.0,19.533333333333328,refactor,frontend,True,False,True,False,False,False,False,2,1,0,0,0
666,3066858625,2025-12-03T10:31:10Z,2025-12-04T13:57:58Z,2025-12-04T13:57:58Z,2025-12-04T13:58:00Z,2025-12-03T10:33:25Z,2025-12-03T10:31:10+00:00,[user_2],[user_2],2,42,5,5,5,47,0,1,1,1,0,0,0,2025-12-04T13:33:16+00:00,2025-12-04T13:33:16+00:00,2,"14831023 BE: Polje ""Status""","dodano polje status u modelu Offer azurirani tipovi i validator migracijska skripta: sve ponude su stavljene na status ""U izradi""",,0,"# Description

dodano polje status u modelu Offer
azurirani tipovi i validator
migracijska skripta: sve ponude su stavljene na status ""U izradi""",20,1622.1,1622.1,0.0,1646.8,feature,backend,False,False,True,False,False,False,True,2,1,0,0,0
500,2834092739,2025-09-16T19:11:27Z,2025-09-19T14:59:14Z,2025-09-19T14:59:14Z,2025-09-19T14:59:16Z,,2025-09-16T19:11:27+00:00,nsitum,nsitum,6,122,34,7,4,156,1,4,2,1,1,0,0,2025-09-16T21:43:39+00:00,2025-09-18T21:28:06+00:00,7,956 FE: Obavijesti,"Dodana nova stranica /notifications kojoj se može pristupiti samo putem ""Prikaži više"" gumba u postojećem dropdownu notifikacija. Broj notifikacija u dropdownu je limitiran na 5, a na stranici se prikazuje 25 po 25 infinite scrollanjem na isti način kao što je originalno bilo u dropdownu. Dizajn prati [tabler](https://preview.tabler.io/activity.html)",acE7qbOk,2,"# Description

Dodana nova stranica /notifications kojoj se može pristupiti samo putem ""Prikaži više"" gumba u postojećem dropdownu notifikacija. Broj notifikacija u dropdownu je limitiran na 5, a na stranici se prikazuje 25 po 25 infinite scrollanjem na isti način kao što je originalno bilo u dropdownu. Dizajn prati [tabler](https://preview.tabler.io/activity.html)",54,152.19999999999996,3016.65,0.0,4067.783333333333,update,frontend,True,True,True,True,True,True,False,6,0,0,1,0
617,3002255113,2025-11-12T10:23:26Z,2025-11-13T10:50:42Z,2025-11-13T10:50:42Z,2025-11-13T10:50:44Z,,2025-11-12T10:23:26+00:00,nsitum,nsitum,2,6,5,3,2,11,0,0,1,1,0,0,0,2025-11-12T12:25:02+00:00,2025-11-12T12:25:02+00:00,2,14742302 FE: EmployeeEdit validacija,1. na employee createu se password polje ne zacrveni ako je prazno - Falila su password i repeatPassword polja u createEmployeeInitialValues 2. na employee editu nebi tribalo postojat password polje jer smo odvojili edit i change password - Vracen id u formu da znamo je li u create ili edit modu i prema tome prikazujemo password polja,,0,"# Description

1. na employee createu se password polje ne zacrveni ako je prazno
- Falila su password i repeatPassword polja u createEmployeeInitialValues

2. na employee editu nebi tribalo postojat password polje jer smo odvojili edit i change password
- Vracen id u formu da znamo je li u create ili edit modu i prema tome prikazujemo password polja",55,121.6,121.6,0.0,1467.2666666666669,fix,frontend,True,False,True,False,False,False,False,2,1,0,0,0
624,3006567982,2025-11-13T11:21:52Z,2025-11-21T10:50:30Z,2025-11-21T10:50:30Z,2025-11-21T10:50:32Z,,2025-11-13T11:21:52+00:00,nsitum,nsitum,2,104,39,5,7,143,6,2,5,2,3,0,0,2025-11-14T11:48:01+00:00,2025-11-14T11:48:01+00:00,6,14744661 FE: Maknuti if uvjet kod MvpOfferContent u EventForm,Uklonjen if uvjet kod MvpOfferContent komponente u event formi.,,0,"# Description

Uklonjen if uvjet kod MvpOfferContent komponente u event formi.",9,1466.15,1466.15,4320.0,7168.633333333334,refactor,frontend,True,False,True,False,False,False,False,2,1,0,0,0
630,3013687420,2025-11-15T16:40:57Z,2025-11-21T12:28:14Z,2025-11-21T12:28:14Z,2025-11-21T12:28:16Z,,2025-11-15T16:40:57+00:00,nsitum,nsitum,2,58,6,3,5,64,0,2,2,1,1,0,0,2025-11-17T12:05:09+00:00,2025-11-21T10:32:41+00:00,3,14740878 FE: Ažuriranje User forme,"Ažurirana User (Employee) forma na temelju zahtjeva. Napravljene su sljedeće promjene: - Dodan checkbox ""Odgovorna osoba"" - Na temelju checkboxa prilagođena logika za polja email i password što se tiče opcionalnosti - Ako je ""Odgovorna osoba"" checkbox uključen, prikazuje se opcionalno polje ""Kontakt broj"" Nešto mi je padala validacija za email kad bih kreirao odgovornu osobu, međutim u međuvremenu je nekako proradilo, možda se packages nije osvježio, svakako testirajte.",,1,"# Description

Ažurirana User (Employee) forma na temelju zahtjeva. Napravljene su sljedeće promjene:
- Dodan checkbox ""Odgovorna osoba""
- Na temelju checkboxa prilagođena logika za polja email i password što se tiče opcionalnosti
- Ako je ""Odgovorna osoba"" checkbox uključen, prikazuje se opcionalno polje ""Kontakt broj""

Nešto mi je padala validacija za email kad bih kreirao odgovornu osobu, međutim u međuvremenu je nekako proradilo, možda se packages nije osvježio, svakako testirajte.",66,2604.2000000000003,8271.733333333332,3300.0,5087.283333333334,feature,frontend,True,False,True,False,False,False,False,2,1,0,0,0
586,2966326145,2025-10-31T10:53:09Z,2025-10-31T15:45:33Z,2025-10-31T15:45:33Z,2025-10-31T15:45:36Z,2025-10-31T11:06:31Z,2025-10-31T10:53:09+00:00,[user_2],[user_2],6,315,19,13,12,334,0,4,3,1,2,0,0,2025-10-31T14:47:46+00:00,2025-10-31T14:47:46+00:00,5,14365275 BE: Contact tablica,dodana Contact tablica koja spaja korisnika i kontakt dodana migracijska skripta u user/client tipovima dodana relacija contacts prilikom dohvacanja korisnika dohvacamo i kontakte dodan contact validator i dodano polje contacts u user validatoru zasada iz forme korisnika/eventa izostavljeni kontakti (to ce se dodat kad se bude FE radia),,0,"# Description

dodana Contact tablica koja spaja korisnika i kontakt
dodana migracijska skripta
u user/client tipovima dodana relacija contacts
prilikom dohvacanja korisnika dohvacamo i kontakte
dodan contact validator i dodano polje contacts u user validatoru
zasada iz forme korisnika/eventa izostavljeni kontakti (to ce se dodat kad se bude FE radia)",50,234.61666666666667,234.61666666666667,0.0,292.4,feature,backend,True,True,True,False,True,True,True,6,0,0,1,1
711,3102932761,2025-12-15T15:14:25Z,2025-12-16T11:46:23Z,2025-12-16T11:46:23Z,2025-12-16T11:46:25Z,,2025-12-15T15:14:25+00:00,[user_2],[user_2],2,76,76,1,1,152,0,0,1,1,0,0,0,2025-12-16T11:10:41+00:00,2025-12-16T11:10:41+00:00,2,15302744 FE: Event form redoslijed polja,"popravljen redoslijed polja u event formi kako task kaze, jedino san jos zaminia mista usluge i statusa tako da polje razlog odbijanja bude odma ispod statusa na mobilnom prikazu.",,0,"# Description

popravljen redoslijed polja u event formi kako task kaze, jedino san jos zaminia mista usluge i statusa tako da polje razlog odbijanja bude odma ispod statusa na mobilnom prikazu.",29,1196.2666666666669,1196.2666666666669,0.0,1231.9666666666667,refactor,frontend,False,False,True,False,False,False,True,2,1,0,0,0
559,2919925089,2025-10-16T09:16:51Z,2025-10-16T13:58:32Z,2025-10-16T13:58:32Z,2025-10-16T13:58:34Z,2025-10-16T09:29:09Z,2025-10-16T09:16:51+00:00,[user_2],[user_2],6,162,54,15,6,216,0,2,3,1,2,0,0,2025-10-16T12:06:07+00:00,2025-10-16T12:34:27+00:00,5,14216265 BE: Klijent,"prosirivanje user modela jer cemo dodavat i klijente kao korisnike promjene u schemi: - dodan enum UserType - dodano obavezno polje “type” vrijednosti enuma UserType - dodana opcionalna polja companyName, companyTaxNumber, phone - password je sada opcionalan (klijenti nece imati lozinke) dodana migracijska skripta (svim postojećim korisnicima tip zakucan u EMPLOYEE) ažurirani user tipovi u user.repository dodano u selectovima novo dodana polja ažuriran validator",,0,"# Description

prosirivanje user modela jer cemo dodavat i klijente kao korisnike

promjene u schemi:
- dodan enum UserType
- dodano obavezno polje “type” vrijednosti enuma UserType
- dodana opcionalna polja companyName, companyTaxNumber, phone
- password je sada opcionalan (klijenti nece imati lozinke)

dodana migracijska skripta (svim postojećim korisnicima tip zakucan u EMPLOYEE)
ažurirani user tipovi
u user.repository dodano u selectovima novo dodana polja
ažuriran validator",61,169.26666666666668,197.6,0.0,281.68333333333334,feature,backend,True,True,True,False,True,True,True,6,0,0,1,1
701,3098609640,2025-12-13T11:41:43Z,2025-12-13T20:22:02Z,2025-12-13T20:22:02Z,2025-12-13T20:22:04Z,,2025-12-13T11:41:43+00:00,nsitum,[user],2,0,1,1,1,1,0,0,1,1,0,0,0,2025-12-13T20:20:52+00:00,2025-12-13T20:20:52+00:00,2,15236643 FE: tooltip unbold,"Unboldan tooltip, ostavljeno na ključnim riječima.",,1,"# Description

Unboldan tooltip, ostavljeno na ključnim riječima.",6,519.15,519.15,520.3166666666666,0.0,fix,frontend,True,False,True,False,False,False,False,2,1,0,0,0
616,3001961434,2025-11-12T08:54:49Z,2025-11-12T10:12:09Z,2025-11-12T10:12:09Z,2025-11-12T10:12:10Z,,2025-11-12T08:54:49+00:00,[user_2],[user_2],2,23,5,12,3,28,0,0,1,1,0,0,0,2025-11-12T09:14:01+00:00,2025-11-12T09:14:01+00:00,2,14701860 BE: Cache module,maknuta globalna registracija cache modulea i importan tamo di se koristi,,0,"# Description

maknuta globalna registracija cache modulea i importan tamo di se koristi",11,19.2,19.2,0.0,77.33333333333334,refactor,backend,False,False,True,False,False,False,True,2,1,0,0,0
547,2906372217,2025-10-11T10:20:15Z,2025-10-14T12:58:44Z,2025-10-14T12:58:44Z,2025-10-14T12:58:47Z,2025-10-13T07:17:58Z,2025-10-11T10:20:15+00:00,nsitum,nsitum,5,201,134,6,10,335,1,3,4,1,3,0,0,2025-10-13T12:48:09+00:00,2025-10-13T12:48:09+00:00,5,14183453 FE: TableRow komponenta,"- Kreirana TableHeader komponenta koja prima columns. - Postojeći deleted, style zamijenjeni className implementacijom - Vrijednosti su hardkodirane privremeno (do kreiranja Table komponente)",,0,"# Description

- Kreirana TableHeader komponenta koja prima columns.
- Postojeći deleted, style zamijenjeni className implementacijom
- Vrijednosti su hardkodirane privremeno (do kreiranja Table komponente)",20,3027.9,3027.9,2160.0,2318.483333333333,refactor,frontend,True,True,True,False,True,True,False,5,0,0,1,0
646,3033408025,2025-11-21T11:21:45Z,2025-11-21T11:28:33Z,2025-11-21T11:28:33Z,2025-11-21T11:28:35Z,,2025-11-21T11:21:45+00:00,[user_2],[user_2],0,2,0,1,1,2,0,0,0,0,0,0,0,,,0,14882269 BE: Event service cache,Invalidiran event cache na kreiranju/azuriranju servisa jer dohvacamo povezani servis kroz event.,,0,"# Description

Invalidiran event cache na kreiranju/azuriranju servisa jer dohvacamo povezani servis kroz event.",13,,,0.0,6.799999999999998,fix,backend,False,False,False,False,False,False,False,0,1,0,0,0
659,3055383444,2025-11-29T07:19:17Z,2025-12-02T14:24:45Z,2025-12-02T14:24:45Z,2025-12-02T14:24:49Z,2025-11-29T07:34:02Z,2025-11-29T07:19:17+00:00,[user_2],[user_2],3,386,89,19,9,475,2,2,3,1,2,0,0,2025-12-02T10:00:21+00:00,2025-12-02T13:19:35+00:00,3,14829333 BE: 1 ponuda : N događaja,priprema BE za dodavanje vise dogadaja na ponudi: - dodana relacijska tablica za dogadaje i ponude - dodana migracijska skripta: za ponude koji su imali eventId kreirana relacija EventOffer - dodan event-offer module za kreiranje/azuriranje/brisanje njihovih relacija - na POST ponude povezujemo i prilozene dogadaje sa ponudom - azurirani tipovi - zasad san ostavia funkcionalnost forme ponude istu na nacin da se iz povezanih dogadaja uzme samo prvi kao vrijednost eventId u formi (ovo ce @nsitum maknit kad bude FE task kad bude multiple select dogadaja),,0,"# Description

priprema BE za dodavanje vise dogadaja na ponudi:
- dodana relacijska tablica za dogadaje i ponude
- dodana migracijska skripta: za ponude koji su imali eventId kreirana relacija EventOffer
- dodan event-offer module za kreiranje/azuriranje/brisanje njihovih relacija
- na POST ponude povezujemo i prilozene dogadaje sa ponudom
- azurirani tipovi
- zasad san ostavia funkcionalnost forme ponude istu na nacin da se iz povezanih dogadaja uzme samo prvi kao vrijednost eventId u formi (ovo ce @nsitum maknit kad bude FE task kad bude multiple select dogadaja)",83,4481.066666666667,4680.299999999999,2400.0,2345.4666666666662,feature,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
697,3096520542,2025-12-12T13:21:33Z,2025-12-13T20:23:23Z,2025-12-13T20:23:23Z,2025-12-13T20:23:25Z,,2025-12-12T13:21:33+00:00,[user_2],[user],2,34,15,2,3,49,0,0,1,1,0,0,0,2025-12-13T10:37:46+00:00,2025-12-13T10:37:46+00:00,2,15240252 FS: Word fix,"ignorirajte ime grane, originalan task je bia za excel al san kad san krenia gledat san nasa probleme na wordu zbog missalignementa tipova sadrzaja ponude popravljeni bugovi: - mjerna jedinica retka ponude u wordu je bila undefined (ode san doda usput stupac u mvpOfferContent za mjernu jedinicu da kad se unosi kolicina da se zna na sta se misli) - ako bi ponuda imala proizvode sa cijenom penala nije se ispisivalo isInventoryPenalty dio u wordu",,0,"# Description

ignorirajte ime grane, originalan task je bia za excel al san kad san krenia gledat san nasa probleme na wordu zbog missalignementa tipova sadrzaja ponude

popravljeni bugovi:
- mjerna jedinica retka ponude u wordu je bila undefined (ode san doda usput stupac u mvpOfferContent za mjernu jedinicu da kad se unosi kolicina da se zna na sta se misli)
- ako bi ponuda imala proizvode sa cijenom penala nije se ispisivalo isInventoryPenalty dio u wordu",73,1276.2166666666667,1276.2166666666667,1261.8333333333333,600.0,fix,fullstack,False,False,True,False,False,False,True,2,1,0,0,0
602,2984619289,2025-11-06T13:08:19Z,2025-11-07T06:50:27Z,2025-11-07T06:50:27Z,2025-11-07T06:50:28Z,2025-11-06T13:15:51Z,2025-11-06T13:08:19+00:00,[user_2],[user_2],2,32,0,3,2,32,0,0,1,1,0,0,0,2025-11-06T19:42:30+00:00,2025-11-06T19:42:30+00:00,2,14657889 FS: Promjena tipa klijenta kroz kontakt formu,"bug: prilikom dohvacanja kontakata nismo dohvaćali tip kontakta, pa prilikom updatea kontakata nekog klijenta, svaki kontakt se popuni sa inicijalnim vrijednostima pa kad nebi imali tip klijenta dohvacenog stavia bi ga na PRIVATE_ENTITY i prominia tip samog klijenta dohvacamo sad tip klijenta i ime firme prilikom dohvacanja klijenta, nije idealno rjesenje, ali mi je oke zasad, idealno bi bilo da se ovi kontakti koji se azuriraju sibaju samo polja koja se minjaju ali to je sa trenutnom strukturom nemoguce i nigdi ne radimo tako, a moramo punit s inicijalnim vrijednostima jer na createu fale neka required polja koja nemamo u kontakt formi",,0,"# Description

bug: prilikom dohvacanja kontakata nismo dohvaćali tip kontakta, pa prilikom updatea kontakata nekog klijenta, svaki kontakt se popuni sa inicijalnim vrijednostima pa kad nebi imali tip klijenta dohvacenog stavia bi ga na PRIVATE_ENTITY i prominia tip samog klijenta

dohvacamo sad tip klijenta i ime firme prilikom dohvacanja klijenta, nije idealno rjesenje, ali mi je oke zasad, idealno bi bilo da se ovi kontakti koji se azuriraju sibaju samo polja koja se minjaju ali to je sa trenutnom strukturom nemoguce i nigdi ne radimo tako, a moramo punit s inicijalnim vrijednostima jer na createu fale neka required polja koja nemamo u kontakt formi",102,394.18333333333334,394.18333333333334,0.0,1062.1333333333332,fix,fullstack,False,False,True,False,False,False,True,2,1,0,0,0
645,3033313004,2025-11-21T10:48:43Z,2025-11-21T11:38:24Z,2025-11-21T11:38:24Z,2025-11-21T11:38:25Z,,2025-11-21T10:48:43+00:00,nsitum,nsitum,2,1,0,1,1,1,0,0,1,1,0,0,0,2025-11-21T11:22:56+00:00,2025-11-21T11:22:56+00:00,2,14867802 FE: Izbrisan event strikethrough text,Popravljen strikethrough text style za izbrisan događaj,,0,"# Description

Popravljen strikethrough text style za izbrisan događaj",7,34.21666666666667,34.21666666666667,0.0,49.68333333333333,fix,frontend,True,False,True,False,False,False,False,2,1,0,0,0
614,2999599084,2025-11-11T16:01:10Z,2025-11-12T10:02:00Z,2025-11-12T10:02:00Z,2025-11-12T10:02:02Z,,2025-11-11T16:01:10+00:00,[user_2],[user_2],2,1,2,1,2,3,0,0,1,1,0,0,0,2025-11-12T09:03:28+00:00,2025-11-12T09:03:28+00:00,2,14701941 BE: Offer module,maknut service module import u offer module,,0,"# Description

maknut service module import u offer module",7,1022.3,1022.3,0.0,1080.8333333333333,refactor,backend,False,False,True,False,False,False,True,2,1,0,0,0
508,2840605253,2025-09-18T14:54:05Z,2025-09-24T09:08:27Z,2025-09-24T09:08:27Z,2025-09-24T09:08:28Z,,2025-09-18T14:54:05+00:00,nsitum,nsitum,7,39,10,4,3,49,0,2,5,3,2,0,0,2025-09-18T17:03:52+00:00,2025-09-18T17:03:52+00:00,7,944 FE: Dodati checkbox filter na događajima,"Dodan checkbox u filtere događaja i filtriranje na temelju ""Poslano na obradu"" polja.",uJGXwypN,0,"# Description

Dodan checkbox u filtere događaja i filtriranje na temelju ""Poslano na obradu"" polja.",13,129.78333333333333,129.78333333333333,2880.0,5414.366666666667,update,frontend,True,True,True,True,True,True,True,7,0,0,1,1
679,3071369599,2025-12-04T13:21:47Z,2025-12-05T11:01:56Z,2025-12-05T11:01:56Z,2025-12-05T11:01:58Z,,2025-12-04T13:21:47+00:00,[user_2],[user_2],2,12,69,10,2,81,0,0,1,1,0,0,0,2025-12-04T16:30:34+00:00,2025-12-04T16:30:34+00:00,2,15082610 FS: Obrisati MvpOfferContent,obrisano mvp__offerContent event polje i svugdi di se spominjalo.,,0,"# Description

obrisano mvp__offerContent event polje i svugdi di se spominjalo.",9,188.78333333333333,188.78333333333333,0.0,1300.15,refactor,fullstack,False,False,True,False,False,False,True,2,1,0,0,0
